,tvec,N,E,phi,psi,u,v,r,Azi,RPM
37,18.5,451.5850168163954,-3402.2778184294534,0.4605221927726481,83.2835859269152,5.4217692432160165,0.17056349426212472,-0.06338710088325422,-0.33317266470371626,171.56618306187903
38,19.0,451.8243446589006,-3399.5123909139515,0.4409399451232579,83.28020297681259,5.424914500119909,0.16923739029785367,-0.03650538324420678,-0.33484811590401975,171.61006758155796
39,19.5,452.06031244612905,-3396.7522773696733,0.431707315857473,83.27652880356845,5.427398627837313,0.16791128633358263,-0.023596717305661968,-0.33541169600615334,171.65395210123683
40,20.0,452.296019538963,-3393.992576116489,0.4229965144782174,83.27283604163203,5.429858065903905,0.16658518236931158,-0.03291464552184925,-0.3359752761082869,171.6776456266529
41,20.5,452.53431614225747,-3391.232573031608,0.41103212425404567,83.26915018361723,5.428528357341628,0.1677933465696665,-0.04223257373803653,-0.33653885621042046,171.3850132543568
42,21.0,452.7728196829398,-3388.4725458262988,0.3973615848202172,83.26548717997983,5.42684212091529,0.16946283245201937,-0.05155050195422381,-0.3358677074142543,171.09238088206072
43,21.5,453.01132322362224,-3385.7125186209896,0.3836910453863888,83.26182417634242,5.425155884488952,0.17113231833437226,-0.06086843017041109,-0.3230103223434978,171.08881163012208
44,22.0,453.2498267643046,-3382.9524914156805,0.3818051434031103,83.26,5.424357611333595,0.1714228093173339,-0.06960571748656297,-0.31015293727274135,171.10434898596972
45,22.5,453.4870331811757,-3380.1914972757363,0.38427794252084363,83.26,5.423632374340453,0.1714228093173339,-0.049891573013837565,-0.3167226910223817,171.11988634181733
46,23.0,453.72414196467156,-3377.430430355519,0.38675074163857703,83.26,5.422907137347313,0.1714228093173339,-0.030177428541112168,-0.32418658403076567,171.13542369766492
47,23.5,453.8508134307693,-3375.955569681206,0.38922354075631044,83.26,5.422181900354171,0.1714228093173339,-0.010463284068386772,-0.3316504770391496,171.15096105351256
48,24.0,453.96942719822084,-3374.5745528497814,0.3874797948584274,83.26584445968976,5.421456663361029,0.1714228093173339,0.009250860404338618,-0.33911437004753364,171.16649840936014
49,24.5,454.08804096567235,-3373.1935360184457,0.3838060257358918,83.27762764898867,5.420731426367888,0.1714228093173339,-0.008993087508796542,-0.3375405636594244,171.1820357652078
50,25.0,454.2066547331239,-3371.8125191871104,0.3801322566133562,83.2894108382876,5.420006189374746,0.1714228093173339,-0.028736423909641005,-0.335410295056061,171.19757312105537
51,25.5,454.4322717549367,-3369.1481665291262,0.38821124184946215,83.29249868437093,5.421470936142544,0.1714228093173339,-0.03234586447116007,-0.3341462257673599,171.213110476903
52,26.0,454.6649615195483,-3366.3989874350204,0.3967291298100544,83.29512887897367,5.422998768579348,0.1714228093173339,-0.03485213027908958,-0.33346445088110355,171.22864783275062
53,26.5,454.89765128336785,-3363.649808340914,0.4052470177706467,83.2977590735764,5.424526601016151,0.1714228093173339,-0.03735839608701908,-0.3327826759948472,171.2441851885982
54,27.0,455.13034104797947,-3360.9006292468966,0.4174202561872425,83.29956470652914,5.4250277301603305,0.1714228093173339,-0.03986466189494858,-0.3321009011085908,171.25972254444585
55,27.5,455.5870779764725,-3355.557700502377,0.43420816944557067,83.29662352972856,5.4250277301603305,0.1714228093173339,-0.0352028395505931,-0.3326464941446212,171.27525990029343
56,28.0,456.06276902181173,-3349.995343703774,0.4509960827038989,83.29368235292797,5.4250277301603305,0.1714228093173339,-0.03013184594968933,-0.3332760099553316,171.29079725614108
57,28.5,456.31335518553334,-3348.356760528048,0.4677839959622271,83.2907411761274,5.425335472316128,0.1714228093173339,-0.001669577666269205,-0.3339055257660419,171.3063346119887
58,29.0,456.54906227915933,-3346.9775324840307,0.48438674129212334,83.28191351361383,5.427899992726822,0.1714228093173339,0.027417098924564454,-0.3345350415767522,171.3218719678363
59,29.5,456.78476937199326,-3345.5983044400127,0.49935122948240235,83.2711027050322,5.430291926715836,0.1714228093173339,0.05650377551539812,-0.33731850948191106,171.33740932368391
60,30.0,457.0204764648272,-3344.2190763960834,0.4881655478239906,83.26512751060723,5.431735754660898,0.1714228093173339,0.06702552851655488,-0.33906816220842834,171.3529466795315
61,30.5,457.2578971485791,-3338.9922858406517,0.47697986616557875,83.25970157444236,5.433179582605959,0.1714228093173339,0.061476139090378905,-0.3368703895892351,171.36848403537914
62,31.0,457.4954389218259,-3333.493611920194,0.465794184507167,83.25427563827748,5.43462341055102,0.1714228093173339,0.05592674966420293,-0.3346726169700419,171.38402139122675
63,31.5,457.7337705592092,-3331.7976032402544,0.45015523114525846,83.25085140527179,5.433647520516812,0.1714228093173339,0.05037736023802694,-0.3324748443508487,171.39955874707437
64,32.0,457.972167164856,-3330.4143688433055,0.4297303941620171,83.25486746989797,5.431436183708324,0.1714228093173339,0.01838535624653452,-0.32991952701132604,171.41509610292198
65,32.5,458.21056376971075,-3329.0311344462684,0.4093627006056771,83.25888353452417,5.430300123998602,0.1714228093173339,-0.01553594685821244,-0.32728034112597565,171.4306334587696
66,33.0,458.4489603745655,-3327.6479000493196,0.39061855660888756,83.26564650708121,5.430903648930085,0.1714228093173339,-0.0494572499629594,-0.32464115524062526,171.4461708146172
67,33.5,458.6880887034278,-3322.4112775545946,0.3718744126120981,83.27346715268582,5.431507173861568,0.1714228093173339,-0.02428571962610094,-0.328528242849624,171.46170817046482
68,34.0,458.9272687387178,-3316.9023600368855,0.3843181830250527,83.28128779829045,5.432110698793051,0.1714228093173339,0.001846686320740018,-0.33260332926338454,171.47724552631243
69,34.5,459.1630061870892,-3313.947067256796,0.40022727358932336,83.28910844389507,5.432714223724534,0.1714923254288069,0.027979092267580982,-0.336678415677145,171.49278288216004
70,35.0,459.3984845156318,-3311.1839832971154,0.416136364153594,83.29,5.433317748656016,0.17245782661896464,0.04,-0.33828508058646956,171.50832023800766
71,35.5,459.63396284417445,-3308.420899337523,0.43204545471786465,83.29,5.433921273587499,0.1734233278091224,0.04,-0.3340209052683915,171.52385759385527
72,36.0,459.8694411727171,-3305.657815377843,0.45282051329076645,83.2882976973394,5.434524798518982,0.17438882899928013,0.04,-0.3297567299503134,171.53939494970288
73,36.5,460.3260822023916,-3300.3187593819493,0.47846153987229934,83.27596217183627,5.435139138040361,0.17535433018943786,0.015935940574889142,-0.3339443006436478,171.5549323055505
74,37.0,460.7993699304668,-3294.7858125064863,0.47816764125487177,83.26362664633312,5.4361289000091055,0.1763198313795956,-0.008975091960847774,-0.33580686087358663,171.5704696613981
75,37.5,461.05329461878284,-3291.829408125257,0.47621832355956606,83.26170696282527,5.437118661977849,0.1742302618338567,-0.026597598082459543,-0.33196819877724504,171.58600701724572
76,38.0,461.29121419831887,-3289.0609927622745,0.47426900586426035,83.26412475770482,5.438108423946595,0.17160156175499516,-0.004787348580161548,-0.3281295366809034,171.60154437309333
77,38.5,461.52913377785484,-3286.2925773992033,0.47231968816895464,83.26654255258438,5.43909818591534,0.17253843140589997,0.00700186195142499,-0.3246903818372059,171.61708172894095
78,39.0,461.76705335818286,-3283.5241620361326,0.47037037047364894,83.26896034746393,5.440087947884084,0.1737354512208853,-0.0023091250049254303,-0.32640042952527515,171.63261908478856
79,39.5,462.0050841228148,-3280.754452931405,0.4662638382835975,83.2750603666363,5.439364744799647,0.17493247103587065,-0.011620111961275848,-0.32811047721334435,171.6481564406362
80,40.0,462.24312274364297,-3277.984652405976,0.46165129262886373,83.2839382075935,5.43852049710544,0.176129490850856,-0.02093109891762627,-0.3298205249014136,171.66369379648378
81,40.5,462.4798558989462,-3275.21660328277,0.4495496514793725,83.29281604855069,5.437676249411234,0.17460305184152358,-0.029471544287701698,-0.3315305725894829,171.6792311523314
82,41.0,462.716499791101,-3272.4486739138897,0.4332718429847368,83.30169388950789,5.4368320017170255,0.17201748885382115,-0.00914634247649597,-0.33314113707758825,171.694768508179
83,41.5,462.95314368325586,-3269.6807445449213,0.4169940344901012,83.31057173046509,5.435987754022818,0.17092547108592088,0.01117885933470976,-0.3347074228977713,171.57786704750995
84,42.0,463.1897875754107,-3266.912815176041,0.4007162259954655,83.31944957142227,5.435143506328611,0.17027957726289175,0.03150406114591549,-0.3362737087179543,171.45715049401176
85,42.5,463.64231257051796,-3264.1568713844413,0.4071987945498371,83.33651408036864,5.435920880185254,0.1696336834398626,0.04479143608851165,-0.33599553863529175,171.3364339405136
86,43.0,464.10861719595135,-3261.401692629046,0.4147289155436836,83.35411971491469,5.436762309965995,0.16898778961683344,0.05302414727411149,-0.33390218762246576,171.21571738701542
87,43.5,464.2485438732599,-3258.637597353707,0.42225903653753005,83.37172534946073,5.437603739746735,0.1683418957938043,0.06125685845971132,-0.33180883660963983,171.09500083351722
88,44.0,464.3646574472576,-3255.8728515137186,0.42978915753137653,83.38933098400676,5.438445169527476,0.16769600197077517,0.06948956964531117,-0.3297154855968139,171.07423759460448
89,44.5,464.4807710220474,-3253.108105673642,0.4444499513593048,83.39954365070918,5.4392865993082165,0.16705010814774604,0.06549471745906689,-0.3304883205381263,171.07423759460448
90,45.0,464.59688459604513,-3250.3433598335655,0.4593161545944723,83.4094642866435,5.4401280290889575,0.1664042143247169,0.06069164298130899,-0.3314902023418336,171.07423759460448
91,45.5,465.04022827348905,-3245.042387749191,0.4561029411191805,83.4270266374797,5.439344909995889,0.16301040729985283,0.06,-0.3327973973492298,171.07423759460448
92,46.0,465.5074472274154,-3239.5563681904177,0.4520179737225322,83.44502519529637,5.4385115467609655,0.16133911465160836,0.06,-0.3345027657726481,171.07423759460448
93,46.5,465.7602662925439,-3236.5568159585687,0.44346590891598,83.4618270771684,5.4376781835260415,0.16133911465160836,0.06,-0.3345539271831512,171.07423759460448
94,47.0,465.99342420534487,-3233.7852807090594,0.43055268650064477,83.47270255304943,5.4368448202911175,0.16133911465160836,0.05420952587401599,-0.3345539271831512,171.07423759460448
95,47.5,466.22658211735376,-3231.013745459462,0.41763946408530955,83.48357802893045,5.4360114570561935,0.16133911465160836,0.04151111356005249,-0.3345539271831512,171.07423759460448
96,48.0,466.45974003015465,-3228.242210209953,0.4047262416699743,83.49445350481147,5.4351780938212695,0.16133911465160836,0.028812701246088993,-0.3345539271831512,171.07423759460448
97,48.5,466.90057132472447,-3222.8910968410587,0.4059698667639698,83.51017200077607,5.435782698301199,0.16133911465160836,0.019082734535346056,-0.334095638732931,171.07423759460448
98,49.0,467.35848403170644,-3217.3278097346406,0.41538606300417,83.53093119573008,5.436512343322367,0.16133911465160836,0.01608513258603116,-0.3317810500653873,171.07423759460448
99,49.5,467.5978842757246,-3214.386473765119,0.4248022592443702,83.55169039068407,5.437241988343537,0.16133911465160836,0.013087530636716261,-0.3294664613978436,171.07423759460448
100,50.0,467.8223434641877,-3211.624416893951,0.42521111767084296,83.5737675616752,5.437971633364705,0.16102324235052662,0.010089928687401365,-0.3271518727302999,171.07423759460448
101,50.5,468.04680265344297,-3208.8623600227834,0.41452164709387385,83.60569604219064,5.4387012783858735,0.16051865395171838,0.005051021574934715,-0.33068108053952594,171.332284796776
102,51.0,468.2712618419061,-3206.100303151615,0.40383217651690473,83.63857142857144,5.439430923407043,0.16001406555291017,-8.112292186420895e-05,-0.3344411250586876,171.6500769968036
103,51.5,468.49299064141667,-3203.32846348659,0.3931427059399356,83.67221531812095,5.440163208545271,0.15950947715410194,-0.008193616261875154,-0.33265101792941315,171.603784770125
104,52.0,468.7145139276185,-3200.55588748032,0.38550031963892883,83.70585920767047,5.441156871818895,0.1590048887552937,-0.0163061096018861,-0.3306892553878335,171.49723604838073
105,52.5,468.93603721382027,-3197.78331147405,0.37912683336516806,83.73950309721998,5.4421505350925194,0.1585003003564855,-0.024418602941897044,-0.3287274928462539,171.39068732663648
106,53.0,469.1575605000221,-3195.0107354677803,0.3727533470914073,83.78971138620801,5.443144198366144,0.15799571195767725,-0.02646525877241792,-0.32761995223662704,171.28413860489226
107,53.5,469.57191002324817,-3189.6773913607312,0.3681389258477608,83.84743144734364,5.444137861639769,0.15749112355886905,-0.015135952624567415,-0.3312780726598418,171.177589883148
108,54.0,469.99900505062175,-3184.174784597018,0.36486238592311737,83.90515150847925,5.445131524913393,0.1569865351600608,-0.0038066464767169093,-0.3349361930830566,171.07638377124988
109,54.5,470.22411139354415,-3181.1876093931264,0.3615858459984739,83.96301458876934,5.446853295221591,0.1564819467612526,0.015530146132990724,-0.27095516537727754,171.14792362953582
110,55.0,470.4326038988103,-3178.407331786809,0.3620124799682803,84.02089078437193,5.448624850733962,0.1568642290636592,0.03891891922034151,-0.1143309181826945,171.21946348782183
111,55.5,470.6410964032845,-3175.6270541804915,0.3659126365025589,84.07876697997452,5.450308561119056,0.1577584907384781,0.06230769230769231,0.04229332901188848,171.29100334610777
112,56.0,470.84958890775863,-3172.846776574174,0.3698127930368375,84.1366431755771,5.451104056145167,0.15865275241329696,0.0856964653950431,0.1989175762064715,171.36254320439377
113,56.5,471.2366486658209,-3167.500342422791,0.36450346359411756,84.17640308985956,5.451899551171278,0.1595470140881158,0.10297985021853348,0.4108536705195557,171.43408306267972
114,57.0,471.63673700058513,-3161.9666770301405,0.35872979175486913,84.21504756252428,5.4526950461973875,0.16044127576293468,0.11888652970535966,0.6587516008709731,171.5056229209657
115,57.5,471.758135119133,-3160.266159159944,0.35295611991562076,84.25369203518899,5.453490541223498,0.16133553743775356,0.08614664962980026,0.9066495312223906,171.57716277925167
116,58.0,471.85726213563476,-3158.8719614054003,0.34718244807637233,84.28141164979536,5.454286036249608,0.1622297991125724,0.04974519089977418,1.154547461573808,171.64870263753764
117,58.5,471.9563891529286,-3157.4777636508566,0.34140877623712396,84.3011549861962,5.455081531275718,0.16312406078739128,0.013343732169748088,1.1688555850506284,171.6312429751178
118,59.0,472.05551616943035,-3156.0835658963133,0.3356351043978756,84.30853191486123,5.452912104751785,0.16401832246221013,-0.019373133574171655,1.1739366413789298,171.44849841924292
119,59.5,472.4210358778084,-3150.824654086818,0.32986143255862715,84.30587234055506,5.449764884190696,0.164912584137029,-0.011910447856795143,0.818178576677624,171.26575386336808
120,60.0,472.8053799043197,-3145.292646919224,0.3240877607193788,84.30321276624886,5.446617663629605,0.16580684581184787,-0.015052059217602866,0.5428723461912578,171.08300930749323
121,60.5,472.9218858936941,-3143.6082547206383,0.32305439186543616,84.30055319194267,5.444825150068808,0.16732007770222687,-0.02184246177477961,0.47339533664010197,170.93534102424888
122,61.0,473.0176113380231,-3142.2223844925375,0.33351464453929097,84.28623406905133,5.44415002321066,0.16994330741762,-0.028632864331956352,0.40391832708894615,170.78944128710313
123,61.5,473.113336782352,-3140.836514264348,0.3507954568105364,84.26792941239829,5.443474896352512,0.17233042486048958,-0.0354232668891331,0.3344413175377903,170.64354154995735
124,62.0,473.209062226681,-3139.450644036247,0.37920454512467916,84.23655686572528,5.442799769494365,0.17441211250532893,-0.045553658090299716,0.2649643079866344,170.49764181281162
125,62.5,473.3906174865598,-3136.770104265072,0.4076136334388219,84.20518431905228,5.442124642636218,0.17648787558303078,-0.062589432858263,0.26070069921079664,170.60129541483911
126,63.0,473.57863307185386,-3133.9921159918363,0.4415222630343773,84.16964051577435,5.44144951577807,0.17814637801596817,-0.0796252076262263,0.2581779014746083,170.8139492748358
127,63.5,473.7708893746734,-3131.2228733822553,0.47593521810135603,84.13018413524449,5.440774388919923,0.17980488044890555,-0.08439352992335475,0.14100306956507822,171.0266031348325
128,64.0,473.9634453431828,-3128.454248774383,0.5103481731683348,84.09072775471462,5.4401247266954575,0.1814633828818429,-0.08888589324502064,0.02003807983064551,171.14505911200115
129,64.5,474.1560013116922,-3125.6856241665105,0.5447611282353135,84.05127137418475,5.43976790806191,0.18028976491455811,-0.09337825656668652,-0.10092690990378717,171.2363239513153
130,65.0,474.34855728020153,-3122.916999558638,0.5791740833022923,84.0118149936549,5.439411089428363,0.17904054612904102,-0.09787061988835241,-0.22189189963821987,171.32758879062945
131,65.5,474.5494992395717,-3120.145220429373,0.5895312490177457,83.98407608921,5.4390542707948155,0.17779132734352396,-0.08277829681707853,-0.33717451664950326,171.41885362994358
132,66.0,474.7510724049822,-3117.3732038624075,0.5992968746907718,83.95690217842001,5.438697452161268,0.17654210855800687,-0.05003741766585759,-0.3397563932132777,171.51011846925775
133,66.5,474.9544679750535,-3114.602410529258,0.5953366835736189,83.9437152502923,5.43834063352772,0.1741164681910295,-0.028903335218398957,-0.3416323974948916,171.60138330857188
134,67.0,475.15800071689256,-3111.8317092678353,0.5903115579695603,83.935290650718,5.437983814894173,0.171613068247803,-0.026076879679082402,-0.3380224034394988,171.69264814788602
135,67.5,475.3615334579396,-3109.061008006324,0.5852864323655016,83.93920791518279,5.437626996260625,0.16840749129314764,-0.023250424139765843,-0.334412409384106,171.37886236302037
136,68.0,475.5650661989866,-3106.290306744901,0.580261306761443,83.9639603926117,5.437270177627077,0.16514415934367888,-0.020423968600449288,-0.3308024153287132,171.07615139125815
137,68.5,475.9672365770233,-3100.941183051431,0.5006108494770882,83.98871287004062,5.43691335899353,0.1618808273942101,0.008104330634175878,-0.19197268819884075,171.10605440337133
138,69.0,476.38389990249794,-3095.4039331763365,0.41686701576780516,84.01346534746953,5.436556540359982,0.16219866106674835,0.04116825273699613,0.017764904586981434,171.1359574154845
139,69.5,476.6020681969034,-3092.4413110173286,0.3984789180870546,84.04703043051437,5.436199721726434,0.16322929212325335,0.06857856978231629,0.2275024973728036,171.16586042759775
140,70.0,476.8052959664175,-3089.672478552168,0.3859287164306438,84.083756555885,5.435842903092887,0.1642599231797583,0.057473627342336936,0.26974724131543076,171.19576343971093
141,70.5,477.0085237351395,-3086.9036460870957,0.373378514774233,84.12048268125564,5.435486084459339,0.1652905542362633,0.04636868490235759,0.27768620248774833,171.2256664518241
142,71.0,477.21175150465353,-3084.1348136220236,0.3608283131178222,84.15720880662629,5.4351292658257915,0.1663211852927683,0.03526374246237825,0.28562516366006596,171.2555694639373
143,71.5,477.4086497858233,-3081.3617439514064,0.3838265305377701,84.18828570719572,5.437640333944063,0.16395778869224756,0.04768067218809341,0.344712084327563,171.2854724760505
144,72.0,477.6050422551585,-3078.588335670917,0.4093367341229043,84.21889795149788,5.440153272158919,0.16138541765411765,0.08129411594996175,0.5105151756341376,171.3153754881637
145,72.5,477.799432006705,-3075.8193778197233,0.4299385870831793,84.2514242652726,5.440153272158919,0.15876845362243747,0.11490755971183007,0.6763182669407122,171.3452785002769
146,73.0,477.9936710157542,-3073.0507549478584,0.449731801035778,84.28402205933872,5.440153272158919,0.1563525418353245,0.1485210034736984,0.8421213582472868,171.3751815123901
147,73.5,478.1879100240115,-3070.282132075994,0.43632184003594,84.31661985340484,5.440153272158919,0.1573395910774267,0.08829196403880613,0.8523359286429,171.40508452450328
148,74.0,478.3821490330607,-3067.513509204129,0.42291187903610206,84.34921764747098,5.440153272158919,0.15832664031952892,0.02374379922266545,0.85191194466041,171.43498753661646
149,74.5,478.7544290968799,-3062.175202716728,0.4095019180362641,84.36473429788244,5.440549567515678,0.1593136895616311,0.025136313279394057,0.8514879606779201,171.46489054872964
150,75.0,479.13969934508333,-3056.649407646938,0.39609195703642613,84.37983091716148,5.440953950524909,0.1603007388037333,0.030588875654968557,0.8510639766954301,171.49479356084288
151,75.5,479.3412738474491,-3053.678608835358,0.3826819960365882,84.39492753644055,5.441358333534139,0.16128778804583552,0.036041438030543056,0.8506399927129401,171.52469657295606
152,76.0,479.52816858505685,-3050.9119886379845,0.38279329524296635,84.3957653061147,5.44176271654337,0.16292915822247847,0.026952393098575507,0.8502160087304501,171.55459958506924
153,76.5,479.71506332266455,-3048.1453684407,0.38628491554537503,84.38938775541236,5.4421670995526,0.16460641945417578,-0.020059046556983397,0.8492985950477786,171.58450259718242
154,77.0,479.90195805948025,-3045.378748243327,0.3897765358477837,84.38301020471002,5.442571482561831,0.16628368068587307,-0.024276676157488995,0.8483648696053318,171.61440560929563
155,77.5,480.2633906211873,-3040.029197471967,0.4227845827668051,84.37663265400768,5.442975865571062,0.1677970083814753,-0.028494305757994588,0.9101983368397745,171.6443086214088
156,78.0,480.64000036945913,-3034.455044274773,0.45781085126007626,84.37025510330534,5.443380248580293,0.1693002424885825,-0.032711935358500185,1.152548401065342,171.67421163352202
157,78.5,480.8418689116894,-3031.4972517419264,0.49283711975334743,84.363877552603,5.443784631589523,0.17080347659568973,-0.03692956495900578,0.9169535734472718,171.63986629885758
158,79.0,481.0309880315744,-3028.730353430234,0.513005301968295,84.34712836698641,5.444189014598753,0.1714228093173339,-0.04457398847839492,0.6464870559007806,171.4541707297359
159,79.5,481.22010715145944,-3025.9634551185422,0.5188980537907149,84.31429254515612,5.444593397607984,0.1714228093173339,-0.06139013273126403,0.3760205383542894,171.2684751606142
160,80.0,481.40922627134444,-3023.1965568067612,0.5247908056131347,84.28145672332583,5.444997780617215,0.1714228093173339,-0.07820627698413314,0.17955443445727226,171.08277959149245
161,80.5,481.6047505228864,-3020.4101287460544,0.5292926847068135,84.2478644160671,5.445549030405534,0.17210775844391182,-0.09502242123700225,0.040294293917953944,171.10383990915264
162,81.0,481.8008016060826,-3017.622094337534,0.5231951232347938,84.19701695789205,5.446240262545652,0.17468275715448076,-0.1182383389861999,-0.09896584662136437,171.13486958909652
163,81.5,481.9047480302626,-3016.1436826658323,0.5220084382073337,84.14735864325597,5.446931494685772,0.17725775586504966,-0.14414507064106669,-0.23822598716068272,171.16589926904044
